,precip_prob,forecast_time,temperature,feels_like,humidity,cloudiness,wind_speed,wind_gust,city,city_id
361,0.0,2022-06-15 18:00:00,27.16,26.74,35,18,2.14,2.21,Leipzig,Q2079
362,0.0,2022-06-15 21:00:00,21.63,21.05,46,62,2.34,2.65,Leipzig,Q2079
363,0.0,2022-06-16 00:00:00,15.5,14.78,64,81,1.01,1.62,Leipzig,Q2079
364,0.0,2022-06-16 03:00:00,13.57,12.86,72,79,2.24,2.57,Leipzig,Q2079
365,0.36,2022-06-16 06:00:00,16.14,15.79,76,81,4.0,5.88,Leipzig,Q2079
366,0.75,2022-06-16 09:00:00,20.3,19.9,58,97,3.95,4.94,Leipzig,Q2079
367,0.49,2022-06-16 12:00:00,24.71,24.2,37,77,5.57,6.11,Leipzig,Q2079
368,0.0,2022-06-16 15:00:00,24.9,24.31,33,0,6.27,6.87,Leipzig,Q2079
369,0.0,2022-06-16 18:00:00,21.87,21.18,41,1,4.8,8.18,Leipzig,Q2079
370,0.0,2022-06-16 21:00:00,14.8,13.82,57,44,1.93,2.15,Leipzig,Q2079
371,0.0,2022-06-17 00:00:00,13.33,12.36,63,72,0.99,1.07,Leipzig,Q2079
372,0.0,2022-06-17 03:00:00,12.09,11.18,70,100,1.47,1.56,Leipzig,Q2079
373,0.0,2022-06-17 06:00:00,16.15,15.44,62,73,2.22,2.65,Leipzig,Q2079
374,0.0,2022-06-17 09:00:00,20.5,19.83,47,93,2.75,3.12,Leipzig,Q2079
375,0.0,2022-06-17 12:00:00,23.98,23.3,33,87,2.87,3.16,Leipzig,Q2079
376,0.0,2022-06-17 15:00:00,24.83,24.2,32,100,2.81,3.59,Leipzig,Q2079
377,0.0,2022-06-17 18:00:00,22.63,22.15,46,98,1.93,2.14,Leipzig,Q2079
378,0.0,2022-06-17 21:00:00,17.44,16.73,57,85,0.43,0.63,Leipzig,Q2079
379,0.0,2022-06-18 00:00:00,18.46,17.77,54,88,2.68,3.78,Leipzig,Q2079
380,0.0,2022-06-18 03:00:00,16.4,15.69,61,68,3.18,4.21,Leipzig,Q2079
381,0.0,2022-06-18 06:00:00,21.91,21.41,48,40,4.32,6.74,Leipzig,Q2079
382,0.0,2022-06-18 09:00:00,28.27,27.57,35,0,4.88,5.77,Leipzig,Q2079
383,0.0,2022-06-18 12:00:00,31.76,30.44,29,3,5.08,5.86,Leipzig,Q2079
384,0.0,2022-06-18 15:00:00,32.42,31.18,29,59,4.43,5.07,Leipzig,Q2079
385,0.0,2022-06-18 18:00:00,29.31,29.03,41,34,2.37,3.37,Leipzig,Q2079
386,0.0,2022-06-18 21:00:00,23.25,23.04,54,1,2.45,2.49,Leipzig,Q2079
387,0.0,2022-06-19 00:00:00,21.12,20.85,60,1,3.64,6.05,Leipzig,Q2079
388,0.0,2022-06-19 03:00:00,19.39,19.03,63,4,3.77,8.86,Leipzig,Q2079
389,0.0,2022-06-19 06:00:00,25.02,24.83,48,4,4.49,8.34,Leipzig,Q2079
390,0.0,2022-06-19 09:00:00,31.38,30.34,32,1,5.52,7.01,Leipzig,Q2079
391,0.0,2022-06-19 12:00:00,35.19,33.67,23,0,4.3,6.39,Leipzig,Q2079
392,0.0,2022-06-19 15:00:00,34.8,34.19,29,2,7.26,8.93,Leipzig,Q2079
393,0.12,2022-06-19 18:00:00,30.76,30.75,41,2,4.74,7.54,Leipzig,Q2079
394,0.91,2022-06-19 21:00:00,19.36,19.7,90,19,3.5,6.83,Leipzig,Q2079
395,0.96,2022-06-20 00:00:00,15.92,16.05,95,35,3.48,6.08,Leipzig,Q2079
396,0.51,2022-06-20 03:00:00,14.12,14.07,95,100,1.9,3.11,Leipzig,Q2079
397,0.22,2022-06-20 06:00:00,14.87,14.71,88,100,3.39,3.83,Leipzig,Q2079
398,0.13,2022-06-20 09:00:00,15.3,15.0,81,100,1.7,1.54,Leipzig,Q2079
399,0.04,2022-06-20 12:00:00,18.45,18.07,66,98,2.58,1.84,Leipzig,Q2079
400,0.01,2022-06-15 15:00:00,26.98,27.17,46,20,3.36,2.95,Vienna,Q1741
401,0.01,2022-06-15 18:00:00,25.66,25.56,49,18,2.85,6.49,Vienna,Q1741
402,0.0,2022-06-15 21:00:00,21.33,21.24,66,13,1.98,5.15,Vienna,Q1741
403,0.0,2022-06-16 00:00:00,16.3,16.21,85,8,0.72,1.67,Vienna,Q1741
404,0.0,2022-06-16 03:00:00,14.94,14.84,90,22,0.12,0.92,Vienna,Q1741
405,0.0,2022-06-16 06:00:00,19.68,19.53,70,22,0.92,1.17,Vienna,Q1741
406,0.02,2022-06-16 09:00:00,26.21,26.21,49,17,1.09,1.89,Vienna,Q1741
407,0.04,2022-06-16 12:00:00,29.95,29.21,36,29,0.97,5.06,Vienna,Q1741
408,0.64,2022-06-16 15:00:00,26.96,27.26,48,53,4.95,8.7,Vienna,Q1741
409,1.0,2022-06-16 18:00:00,19.09,19.25,84,75,1.65,3.65,Vienna,Q1741
410,0.29,2022-06-16 21:00:00,17.65,17.66,84,42,3.74,9.31,Vienna,Q1741
411,0.18,2022-06-17 00:00:00,16.7,16.51,80,25,4.05,10.0,Vienna,Q1741
412,0.0,2022-06-17 03:00:00,15.11,14.87,84,66,2.96,7.31,Vienna,Q1741
413,0.0,2022-06-17 06:00:00,17.75,17.38,69,83,4.01,8.09,Vienna,Q1741
414,0.0,2022-06-17 09:00:00,21.66,21.11,47,100,5.16,8.21,Vienna,Q1741
415,0.0,2022-06-17 12:00:00,24.29,23.74,37,98,5.56,8.46,Vienna,Q1741
416,0.04,2022-06-17 15:00:00,24.56,24.01,36,7,5.51,8.35,Vienna,Q1741
417,0.04,2022-06-17 18:00:00,21.08,20.58,51,44,2.86,7.07,Vienna,Q1741
418,0.0,2022-06-17 21:00:00,16.95,16.48,68,99,0.9,1.1,Vienna,Q1741
419,0.0,2022-06-18 00:00:00,15.53,15.02,72,99,0.91,1.09,Vienna,Q1741
420,0.0,2022-06-18 03:00:00,14.39,13.87,76,72,0.98,1.09,Vienna,Q1741
421,0.0,2022-06-18 06:00:00,19.39,18.93,59,46,1.07,1.75,Vienna,Q1741
422,0.0,2022-06-18 09:00:00,25.0,24.6,40,7,1.49,2.55,Vienna,Q1741
423,0.0,2022-06-18 12:00:00,27.81,27.0,31,8,2.16,2.73,Vienna,Q1741
424,0.0,2022-06-18 15:00:00,28.23,27.31,31,2,1.96,2.12,Vienna,Q1741
425,0.0,2022-06-18 18:00:00,24.21,23.91,47,1,2.0,3.73,Vienna,Q1741
426,0.0,2022-06-18 21:00:00,20.17,19.65,54,0,1.86,2.38,Vienna,Q1741
427,0.0,2022-06-19 00:00:00,18.05,17.56,63,0,1.78,2.56,Vienna,Q1741
428,0.0,2022-06-19 03:00:00,16.59,16.21,73,1,2.17,4.36,Vienna,Q1741
429,0.0,2022-06-19 06:00:00,22.07,21.77,55,1,5.27,12.1,Vienna,Q1741
430,0.0,2022-06-19 09:00:00,27.76,27.17,35,4,7.42,10.1,Vienna,Q1741
431,0.0,2022-06-19 12:00:00,31.83,30.32,27,3,6.19,6.92,Vienna,Q1741
432,0.0,2022-06-19 15:00:00,32.12,30.84,29,0,5.8,6.47,Vienna,Q1741
433,0.0,2022-06-19 18:00:00,27.19,27.0,40,0,4.67,9.37,Vienna,Q1741
434,0.0,2022-06-19 21:00:00,23.02,22.76,53,0,1.91,3.42,Vienna,Q1741
435,0.0,2022-06-20 00:00:00,21.31,21.12,62,9,0.34,0.93,Vienna,Q1741
436,0.12,2022-06-20 03:00:00,19.98,19.81,68,51,0.39,0.78,Vienna,Q1741
437,0.53,2022-06-20 06:00:00,23.57,23.94,75,60,2.79,9.21,Vienna,Q1741
438,0.14,2022-06-20 09:00:00,29.13,29.59,48,97,5.93,8.73,Vienna,Q1741
439,0.01,2022-06-20 12:00:00,31.9,32.31,41,92,3.99,5.29,Vienna,Q1741
440,0.2,2022-06-15 15:00:00,26.57,26.57,52,20,2.77,2.45,Graz,Q13298
441,0.35,2022-06-15 18:00:00,24.86,24.92,58,17,2.17,4.67,Graz,Q13298
442,0.58,2022-06-15 21:00:00,20.06,20.11,76,11,0.99,1.14,Graz,Q13298
443,0.39,2022-06-16 00:00:00,15.51,15.49,91,3,0.92,0.99,Graz,Q13298
444,0.0,2022-06-16 03:00:00,14.58,14.47,91,7,1.17,1.15,Graz,Q13298
445,0.0,2022-06-16 06:00:00,19.58,19.47,72,7,0.61,1.25,Graz,Q13298
446,0.08,2022-06-16 09:00:00,25.91,25.81,48,30,1.25,1.51,Graz,Q13298
447,0.35,2022-06-16 12:00:00,21.89,21.99,71,63,0.65,1.07,Graz,Q13298
448,0.98,2022-06-16 15:00:00,19.97,20.42,92,74,1.05,1.99,Graz,Q13298
449,1.0,2022-06-16 18:00:00,19.56,19.97,92,76,0.4,2.25,Graz,Q13298
450,0.84,2022-06-16 21:00:00,16.61,16.75,93,80,1.5,1.75,Graz,Q13298
451,0.79,2022-06-17 00:00:00,15.34,15.38,94,82,2.05,2.66,Graz,Q13298
452,0.01,2022-06-17 03:00:00,14.32,14.21,92,90,2.0,2.57,Graz,Q13298
453,0.02,2022-06-17 06:00:00,17.11,17.1,85,95,1.0,1.87,Graz,Q13298
454,0.33,2022-06-17 09:00:00,21.56,21.34,60,100,0.53,2.39,Graz,Q13298
455,0.45,2022-06-17 12:00:00,25.28,24.96,42,87,0.92,4.51,Graz,Q13298
456,0.28,2022-06-17 15:00:00,24.46,24.14,45,67,2.98,6.37,Graz,Q13298
457,0.32,2022-06-17 18:00:00,19.48,19.39,73,79,0.54,1.9,Graz,Q13298
458,0.0,2022-06-17 21:00:00,16.0,15.8,82,97,0.95,1.03,Graz,Q13298
459,0.0,2022-06-18 00:00:00,14.77,14.5,84,97,1.08,1.07,Graz,Q13298
460,0.0,2022-06-18 03:00:00,13.95,13.59,84,90,1.39,1.34,Graz,Q13298
461,0.0,2022-06-18 06:00:00,18.84,18.48,65,73,0.62,1.17,Graz,Q13298
462,0.0,2022-06-18 09:00:00,24.61,24.33,46,20,0.6,2.52,Graz,Q13298
463,0.0,2022-06-18 12:00:00,26.27,26.27,42,33,2.4,2.93,Graz,Q13298
464,0.0,2022-06-18 15:00:00,26.91,26.85,41,41,2.3,2.06,Graz,Q13298
465,0.0,2022-06-18 18:00:00,21.59,21.61,69,28,1.76,4.0,Graz,Q13298
466,0.0,2022-06-18 21:00:00,17.68,17.57,79,0,0.84,1.0,Graz,Q13298
467,0.0,2022-06-19 00:00:00,16.37,16.2,82,0,0.9,0.89,Graz,Q13298
468,0.0,2022-06-19 03:00:00,15.28,15.08,85,0,0.62,0.7,Graz,Q13298
469,0.0,2022-06-19 06:00:00,20.14,20.01,69,0,1.05,1.47,Graz,Q13298
470,0.0,2022-06-19 09:00:00,25.04,24.91,50,6,1.9,3.09,Graz,Q13298
471,0.0,2022-06-19 12:00:00,29.18,28.53,37,3,2.45,3.34,Graz,Q13298
472,0.0,2022-06-19 15:00:00,29.71,28.96,36,0,2.95,3.03,Graz,Q13298
473,0.0,2022-06-19 18:00:00,23.82,23.85,61,0,1.1,1.24,Graz,Q13298
474,0.0,2022-06-19 21:00:00,19.95,19.75,67,30,1.25,1.24,Graz,Q13298
475,0.0,2022-06-20 00:00:00,19.51,19.37,71,62,1.23,1.3,Graz,Q13298
476,0.05,2022-06-20 03:00:00,19.01,19.06,80,100,1.47,1.76,Graz,Q13298
477,0.13,2022-06-20 06:00:00,24.39,24.56,64,77,1.4,2.77,Graz,Q13298
478,0.0,2022-06-20 09:00:00,30.72,31.14,44,76,0.9,1.6,Graz,Q13298
479,0.2,2022-06-20 12:00:00,32.24,32.44,39,75,4.25,4.34,Graz,Q13298
480,0.0,2022-06-15 15:00:00,28.0,26.93,26,20,2.32,2.81,Linz,Q41329
481,0.0,2022-06-15 18:00:00,25.74,25.44,41,16,1.16,1.38,Linz,Q41329
482,0.0,2022-06-15 21:00:00,20.11,19.77,61,44,1.57,1.53,Linz,Q41329
483,0.0,2022-06-16 00:00:00,14.35,14.06,85,36,1.25,1.27,Linz,Q41329
484,0.0,2022-06-16 03:00:00,13.45,13.2,90,12,0.48,0.56,Linz,Q41329
485,0.0,2022-06-16 06:00:00,18.72,18.63,76,13,0.93,1.11,Linz,Q41329
486,0.2,2022-06-16 09:00:00,23.94,24.01,62,51,3.55,4.96,Linz,Q41329
487,0.47,2022-06-16 12:00:00,23.98,24.24,69,58,2.8,4.92,Linz,Q41329
488,0.97,2022-06-16 15:00:00,25.22,25.52,66,20,5.24,8.78,Linz,Q41329
489,1.0,2022-06-16 18:00:00,17.33,17.55,93,45,0.43,1.65,Linz,Q41329
490,0.35,2022-06-16 21:00:00,14.99,14.97,93,37,1.1,1.22,Linz,Q41329
491,0.31,2022-06-17 00:00:00,14.0,13.86,92,42,1.16,1.14,Linz,Q41329
492,0.19,2022-06-17 03:00:00,13.23,12.96,90,100,1.41,1.56,Linz,Q41329
493,0.27,2022-06-17 06:00:00,16.81,16.69,82,100,0.27,0.83,Linz,Q41329
494,0.34,2022-06-17 09:00:00,22.33,22.11,57,64,0.4,2.07,Linz,Q41329
495,0.31,2022-06-17 12:00:00,23.27,23.11,56,52,2.84,4.36,Linz,Q41329
496,0.0,2022-06-17 15:00:00,24.41,24.24,51,83,3.31,4.85,Linz,Q41329
497,0.0,2022-06-17 18:00:00,20.45,20.43,72,92,1.4,1.78,Linz,Q41329
498,0.01,2022-06-17 21:00:00,16.28,15.95,76,100,0.49,1.04,Linz,Q41329
499,0.0,2022-06-18 00:00:00,14.51,14.13,81,99,0.38,0.63,Linz,Q41329
500,0.0,2022-06-18 03:00:00,13.03,12.66,87,80,0.17,0.49,Linz,Q41329
501,0.0,2022-06-18 06:00:00,17.98,17.77,74,70,1.04,1.66,Linz,Q41329
502,0.0,2022-06-18 09:00:00,23.19,23.05,57,39,1.88,2.52,Linz,Q41329
503,0.0,2022-06-18 12:00:00,26.57,26.57,46,29,1.54,1.48,Linz,Q41329
504,0.0,2022-06-18 15:00:00,26.81,27.08,47,4,1.81,1.73,Linz,Q41329
505,0.0,2022-06-18 18:00:00,22.8,23.02,72,2,1.69,1.78,Linz,Q41329
506,0.0,2022-06-18 21:00:00,18.03,17.93,78,2,2.15,2.13,Linz,Q41329
507,0.0,2022-06-19 00:00:00,16.27,16.07,81,1,2.5,3.67,Linz,Q41329
508,0.0,2022-06-19 03:00:00,14.92,14.61,82,0,1.9,2.03,Linz,Q41329
509,0.0,2022-06-19 06:00:00,19.83,19.72,71,2,1.96,3.5,Linz,Q41329
510,0.0,2022-06-19 09:00:00,25.55,25.65,57,6,1.32,2.12,Linz,Q41329
511,0.0,2022-06-19 12:00:00,29.89,30.59,48,3,2.06,3.4,Linz,Q41329
512,0.0,2022-06-19 15:00:00,31.54,32.71,46,0,1.82,3.36,Linz,Q41329
513,0.0,2022-06-19 18:00:00,27.15,29.02,69,0,0.83,1.08,Linz,Q41329
514,0.03,2022-06-19 21:00:00,22.7,23.09,79,32,0.37,0.82,Linz,Q41329
515,0.0,2022-06-20 00:00:00,20.86,21.25,86,50,0.56,0.78,Linz,Q41329
516,0.76,2022-06-20 03:00:00,19.87,20.24,89,64,3.44,10.16,Linz,Q41329
517,0.66,2022-06-20 06:00:00,21.11,21.52,86,82,2.81,10.7,Linz,Q41329
518,0.19,2022-06-20 09:00:00,26.24,26.24,66,88,5.74,8.53,Linz,Q41329
519,0.53,2022-06-20 12:00:00,28.81,30.16,56,57,4.66,6.46,Linz,Q41329
520,0.28,2022-06-15 15:00:00,28.29,28.68,49,20,2.27,2.95,Salzburg,Q34713
521,0.39,2022-06-15 18:00:00,26.0,26.0,60,15,1.37,1.36,Salzburg,Q34713
522,0.28,2022-06-15 21:00:00,20.35,20.4,75,7,2.93,3.44,Salzburg,Q34713
523,0.24,2022-06-16 00:00:00,15.8,15.66,85,3,2.39,2.36,Salzburg,Q34713
524,0.0,2022-06-16 03:00:00,15.42,15.16,82,6,1.9,1.75,Salzburg,Q34713
525,0.0,2022-06-16 06:00:00,21.34,21.31,68,9,0.5,1.11,Salzburg,Q34713
526,0.47,2022-06-16 09:00:00,24.16,24.28,63,72,1.71,3.12,Salzburg,Q34713
527,0.91,2022-06-16 12:00:00,24.2,24.58,73,74,1.89,3.22,Salzburg,Q34713
528,0.8,2022-06-16 15:00:00,21.79,22.24,85,78,2.25,5.47,Salzburg,Q34713
529,0.87,2022-06-16 18:00:00,19.95,20.3,88,75,2.53,4.52,Salzburg,Q34713
530,0.89,2022-06-16 21:00:00,16.13,16.17,91,38,2.42,2.33,Salzburg,Q34713
531,0.84,2022-06-17 00:00:00,15.61,15.63,92,59,2.03,1.81,Salzburg,Q34713
532,0.41,2022-06-17 03:00:00,14.97,14.9,91,100,1.53,1.43,Salzburg,Q34713
533,0.56,2022-06-17 06:00:00,17.41,17.56,90,97,1.07,1.88,Salzburg,Q34713
534,0.69,2022-06-17 09:00:00,20.65,20.62,71,55,1.95,2.88,Salzburg,Q34713
535,0.53,2022-06-17 12:00:00,22.69,22.56,59,39,2.38,4.24,Salzburg,Q34713
536,0.27,2022-06-17 15:00:00,22.79,22.74,62,69,2.98,4.18,Salzburg,Q34713
537,0.24,2022-06-17 18:00:00,19.19,19.25,80,84,0.38,0.45,Salzburg,Q34713
538,0.0,2022-06-17 21:00:00,15.71,15.58,86,94,2.47,2.12,Salzburg,Q34713
539,0.0,2022-06-18 00:00:00,14.83,14.56,84,94,2.19,1.96,Salzburg,Q34713
540,0.0,2022-06-18 03:00:00,14.05,13.65,82,71,2.32,2.04,Salzburg,Q34713
541,0.0,2022-06-18 06:00:00,19.71,19.46,66,81,0.81,1.44,Salzburg,Q34713
542,0.0,2022-06-18 09:00:00,24.48,24.26,49,67,1.23,1.1,Salzburg,Q34713
543,0.0,2022-06-18 12:00:00,26.78,26.85,43,46,1.81,1.72,Salzburg,Q34713
544,0.0,2022-06-18 15:00:00,27.0,27.3,48,4,2.32,2.47,Salzburg,Q34713
545,0.0,2022-06-18 18:00:00,22.35,22.65,77,2,0.77,1.14,Salzburg,Q34713
546,0.0,2022-06-18 21:00:00,18.19,18.13,79,1,2.31,2.38,Salzburg,Q34713
547,0.0,2022-06-19 00:00:00,17.21,17.02,78,0,2.73,3.25,Salzburg,Q34713
548,0.0,2022-06-19 03:00:00,16.77,16.59,80,2,2.92,4.24,Salzburg,Q34713
549,0.0,2022-06-19 06:00:00,22.82,22.96,69,16,2.1,4.05,Salzburg,Q34713
550,0.0,2022-06-19 09:00:00,30.21,30.45,44,0,0.53,1.41,Salzburg,Q34713
551,0.0,2022-06-19 12:00:00,30.99,32.04,47,0,2.4,2.16,Salzburg,Q34713
552,0.03,2022-06-19 15:00:00,30.94,32.71,51,0,2.25,2.31,Salzburg,Q34713
553,0.31,2022-06-19 18:00:00,25.99,25.99,75,14,1.78,2.04,Salzburg,Q34713
554,0.25,2022-06-19 21:00:00,21.63,21.96,81,100,2.73,3.07,Salzburg,Q34713
555,0.28,2022-06-20 00:00:00,20.22,20.44,82,74,2.5,2.93,Salzburg,Q34713
556,0.93,2022-06-20 03:00:00,17.89,18.22,95,85,3.05,4.16,Salzburg,Q34713
557,0.99,2022-06-20 06:00:00,22.36,22.9,86,92,1.24,2.22,Salzburg,Q34713
558,0.56,2022-06-20 09:00:00,26.91,27.9,59,46,2.55,3.99,Salzburg,Q34713
559,0.62,2022-06-20 12:00:00,28.38,29.1,52,68,3.18,4.63,Salzburg,Q34713
560,0.37,2022-06-15 15:00:00,30.03,28.93,32,40,1.69,2.2,Innsbruck,Q1735
561,0.72,2022-06-15 18:00:00,27.4,27.53,46,54,1.09,1.13,Innsbruck,Q1735
562,0.91,2022-06-15 21:00:00,21.3,21.26,68,15,1.77,1.56,Innsbruck,Q1735
563,0.7,2022-06-16 00:00:00,16.14,15.98,83,4,1.75,1.69,Innsbruck,Q1735
564,0.02,2022-06-16 03:00:00,15.37,15.1,82,2,1.72,1.58,Innsbruck,Q1735
565,0.02,2022-06-16 06:00:00,21.38,21.32,67,5,0.96,1.44,Innsbruck,Q1735
566,0.33,2022-06-16 09:00:00,23.84,23.87,61,61,1.42,1.93,Innsbruck,Q1735
567,0.6,2022-06-16 12:00:00,23.73,23.99,70,80,1.35,1.82,Innsbruck,Q1735
568,0.76,2022-06-16 15:00:00,24.35,24.54,65,97,2.0,2.94,Innsbruck,Q1735
569,0.81,2022-06-16 18:00:00,20.27,20.62,87,64,1.7,1.85,Innsbruck,Q1735
570,0.73,2022-06-16 21:00:00,17.87,18.09,91,80,0.25,0.95,Innsbruck,Q1735
571,0.72,2022-06-17 00:00:00,16.76,16.92,93,69,0.82,0.77,Innsbruck,Q1735
572,0.22,2022-06-17 03:00:00,16.82,16.93,91,90,1.21,1.18,Innsbruck,Q1735
573,0.45,2022-06-17 06:00:00,18.94,19.14,86,95,1.29,1.39,Innsbruck,Q1735
574,0.6,2022-06-17 09:00:00,23.8,23.65,54,99,1.55,2.53,Innsbruck,Q1735
575,0.5,2022-06-17 12:00:00,26.6,26.6,36,79,2.46,4.44,Innsbruck,Q1735
576,0.0,2022-06-17 15:00:00,25.76,25.44,40,94,2.61,3.95,Innsbruck,Q1735
577,0.0,2022-06-17 18:00:00,21.25,21.28,71,97,1.96,2.3,Innsbruck,Q1735
578,0.0,2022-06-17 21:00:00,15.73,15.76,92,68,0.33,0.49,Innsbruck,Q1735
579,0.0,2022-06-18 00:00:00,14.96,14.99,95,75,1.34,1.28,Innsbruck,Q1735
580,0.0,2022-06-18 03:00:00,17.11,17.1,85,87,0.99,1.02,Innsbruck,Q1735
581,0.0,2022-06-18 06:00:00,20.84,20.7,66,94,0.2,0.57,Innsbruck,Q1735
582,0.0,2022-06-18 09:00:00,26.76,26.83,43,65,1.57,1.84,Innsbruck,Q1735
583,0.0,2022-06-18 12:00:00,29.16,28.51,37,38,2.24,2.22,Innsbruck,Q1735
584,0.0,2022-06-18 15:00:00,29.28,28.71,38,10,2.46,1.86,Innsbruck,Q1735
585,0.0,2022-06-18 18:00:00,24.42,24.64,66,6,1.74,2.62,Innsbruck,Q1735
586,0.0,2022-06-18 21:00:00,19.19,19.36,84,0,2.35,2.14,Innsbruck,Q1735
587,0.0,2022-06-19 00:00:00,18.3,18.59,92,2,2.63,2.97,Innsbruck,Q1735
588,0.0,2022-06-19 03:00:00,17.86,18.13,93,7,2.43,2.37,Innsbruck,Q1735
589,0.0,2022-06-19 06:00:00,23.69,23.86,67,5,1.95,3.02,Innsbruck,Q1735
590,0.0,2022-06-19 09:00:00,29.76,30.14,46,0,1.33,1.55,Innsbruck,Q1735
591,0.12,2022-06-19 12:00:00,32.9,33.03,37,14,1.02,1.93,Innsbruck,Q1735
592,0.41,2022-06-19 15:00:00,31.78,32.14,41,46,1.45,2.93,Innsbruck,Q1735
593,0.83,2022-06-19 18:00:00,21.34,22.01,95,70,1.35,2.28,Innsbruck,Q1735
594,0.57,2022-06-19 21:00:00,20.17,20.59,90,86,1.81,1.62,Innsbruck,Q1735
595,0.91,2022-06-20 00:00:00,19.06,19.37,90,80,1.69,1.57,Innsbruck,Q1735
596,0.81,2022-06-20 03:00:00,17.89,18.16,93,100,1.66,1.52,Innsbruck,Q1735
597,0.85,2022-06-20 06:00:00,21.82,22.25,84,91,0.5,0.93,Innsbruck,Q1735
598,0.79,2022-06-20 09:00:00,24.81,25.33,76,76,1.61,2.61,Innsbruck,Q1735
599,0.89,2022-06-20 12:00:00,25.39,25.89,73,74,1.36,1.44,Innsbruck,Q1735
